id,username,created_at,lng,lat,text
1514074257638236162,PKforPA,Wed Apr 13 02:53:27 +0000 2022,-77.60468399999999,41.1179365,@soopajx I would continue doing that. I support your action and think that it is very important so thank you. Howev… https://t.co/I4mT9LqxVB
1514074258573565957,AndrewHMPalmer,Wed Apr 13 02:53:28 +0000 2022,-94.3584095,39.3638155,"Progressive politicians and economists never take responsibility for anything. NEVER. Pathetic, incompetent los… https://t.co/OmqdEqLz3p"
1514074259324346371,MeetsNoStranger,Wed Apr 13 02:53:28 +0000 2022,-86.791549,36.200008,@TheDivineKid You know ima find the good food. Any cityyyy
1514074260284788736,ElJeffeDaOso,Wed Apr 13 02:53:28 +0000 2022,-106.632718,35.1170025,Future Bear Family
1514074260138082306,BamaKurt,Wed Apr 13 02:53:28 +0000 2022,-86.83064350000001,33.220769000000004,@USFL got my tix and my unofficial @USFLStallions gear for Saturday night. If you see me say hello and #GiddyUp https://t.co/gzRDrNt72x
1514074260632965124,forevacourt,Wed Apr 13 02:53:28 +0000 2022,-89.87644900000001,32.571032,BIG AQUARIUS 💅🏾
1514074261551566849,janemgonz,Wed Apr 13 02:53:28 +0000 2022,-83.6212765,42.6540015,CACKLING
1514074262134435843,Reyna6MCFC,Wed Apr 13 02:53:28 +0000 2022,-117.3630675,34.531222,@Priceless_Silva @ManCity Still remember vs Arsenal if I’m not mistaken that was his second goal in the same match
1514074262956646403,frontdeskjeff,Wed Apr 13 02:53:29 +0000 2022,-82.114383,41.3608395,"@Austin44467591 Wtf, man 🤦🏾‍♂️🤦🏾‍♂️🤦🏾‍♂️🤦🏾‍♂️🤦🏾‍♂️"
1514074263736754180,vixenK_Fierce96,Wed Apr 13 02:53:29 +0000 2022,-91.0907995,30.4591,@OG_Sleez He goin be even luckier tomorrow morning 😂😂
1514074263812132866,WoodheadVicki1,Wed Apr 13 02:53:29 +0000 2022,-116.238001,43.598033,Agreed
1514074264101691399,And1129,Wed Apr 13 02:53:29 +0000 2022,-71.4272115,42.155516000000006,How can I get Accredited Investor status??? 🤔
1514074264936267781,BishopWTBz,Wed Apr 13 02:53:29 +0000 2022,-80.8467855,35.209058999999996,D loadinggg
1514074265079156736,iCalledTyrone,Wed Apr 13 02:53:29 +0000 2022,-88.16155549999999,30.683649,Everybody loves the BOAT
1514074265410146307,suns_tutu_fan,Wed Apr 13 02:53:29 +0000 2022,-112.12467649999999,33.5528625,I NEED AN OWL 😍
1514074266328866817,gabagoolgretzky,Wed Apr 13 02:53:29 +0000 2022,-75.3026865,40.078368499999996,just got called a beacon of sunshine. don’t mind me just gonna sob real quick and obsess over that compliment for the next 4 months
1514074266433732615,DOGE_MIKE_,Wed Apr 13 02:53:29 +0000 2022,-81.7348115,41.3849235,VERY VERY WEAK ASS SHOWING TODAY #SHIB #shibainu … DID YOU EVEN BUY MORE OR DID YOU THINK IT WAS GOING TO GO UP BY… https://t.co/aPi6JgfRmc
1514074266697756675,__TheRealMoose,Wed Apr 13 02:53:29 +0000 2022,-118.4119065,34.0207895,This 8th inning is everything 🔥Wish they had this energy against the Rockies 😭😭
1514074266387591172,Dr_JMendivil,Wed Apr 13 02:53:29 +0000 2022,-100.0768885,31.1688935,"Save a Limb, Save a Life. @PULSEpreventAMP https://t.co/t9wkYUbTS6"
1514074268555890688,Clannmore,Wed Apr 13 02:53:30 +0000 2022,-123.93499800000001,49.1745345,@RT_com The Propaganda Machine is working overtime of late!  So it's time to release the full contents of the Hunte… https://t.co/0joNZffLkM
1514074272964173825,AntonioTarver,Wed Apr 13 02:53:31 +0000 2022,-83.804475,27.698681999999998,Fight Night In Tampa was a Huge Hit 🥊 https://t.co/smHKa5Epnt
1514074272574193664,ugly_eskimo,Wed Apr 13 02:53:31 +0000 2022,-85.242564,35.0919545,No shot this is real https://t.co/2OIos7ieRg
1514074273794695172,afuego,Wed Apr 13 02:53:31 +0000 2022,-87.732013,41.8335845,New World Level 60 &lt; 270 Hours
1514074274235039747,MartinaNotary,Wed Apr 13 02:53:31 +0000 2022,-80.1698025,25.9356415,@yelpsupport It makes and it does not makes sense. For a business who have not asked clients for their review and t… https://t.co/y9X7gvPmg0
1514074276420280321,Jayyduh_,Wed Apr 13 02:53:32 +0000 2022,-87.4933555,36.848471,Boy boy if my family come through on this idea for ASWM. This will be a game changer…
